pmid,passage_id,entity_type,entity_text,offset,length,matched_anywhere,matched_same_sentence
36384442,36384442_30,cell_phenotype,Monocytes,1635,9,0,0
36384442,36384442_30,cell_phenotype,MNC,1646,3,0,0
36384442,36384442_30,cell_phenotype,Neutrophils,1682,11,0,0
36384442,36384442_30,cell_phenotype,NEUT,1695,4,0,0
37429945,37429945_38,cell_phenotype,Meningeal ILC2s,0,15,1,1
37429945,37429945_38,cell_phenotype,ILC2s,192,5,1,0
37429945,37429945_38,cell_phenotype,dural ILC2s,300,11,1,1
37429945,37429945_38,cell_phenotype,lung ILC2s,330,10,1,0
37429945,37429945_38,cell_phenotype,meningeal ILC2s,372,15,1,0
37429945,37429945_38,cell_phenotype,lung-resident cells,410,19,0,0
37429945,37429945_38,cell_phenotype,ILC2 precursors,557,15,1,1
37429945,37429945_38,cell_phenotype,blood-derived ILC2s,683,19,1,1
33278342,33278342_0,cell_phenotype,Area Postrema Cell,0,18,0,0
33278342,33278342_0,cell_vague,Area Postrema Cell Types,0,24,0,0
37463742,37463742_73,cell_phenotype,neurons,58,7,0,0
37463742,37463742_73,cell_phenotype,neurons,247,7,0,0
37463742,37463742_73,cell_phenotype,neuron,302,6,0,0
37463742,37463742_73,cell_phenotype,SOM cells,858,9,0,0
37582805,37582805_46,cell_phenotype,mitral cells,189,12,1,1
37582805,37582805_46,cell_vague,CCK-expressing neurons,462,22,1,0
37582805,37582805_46,cell_phenotype,neurons,477,7,1,0
31685673,31685673_51,cell_phenotype,CA1 cells,68,9,1,1
31685673,31685673_51,cell_phenotype,neuron,532,6,1,1
31685673,31685673_51,cell_phenotype,neurons,605,7,1,0
37803069,37803069_42,cell_vague,neuronal population,290,19,1,0
37803069,37803069_42,cell_phenotype,neurons,237,7,1,0
37803069,37803069_42,cell_phenotype,neuronal,290,8,1,0
39363111,39363111_60,cell_phenotype,vascular cells,159,14,1,1
39363111,39363111_60,cell_phenotype,astrocytes,230,10,1,1
39363111,39363111_60,cell_vague,radial glial subtypes,303,21,1,1
39363111,39363111_60,cell_phenotype,radial glial,303,12,0,0
39363111,39363111_60,cell_phenotype,astrocyte,392,9,1,0
39363111,39363111_60,cell_vague,radial glial subtype,406,20,0,0
39363111,39363111_60,cell_phenotype,radial glial,406,12,0,0
39363111,39363111_60,cell_hetero,brain cell,562,10,0,0
39363111,39363111_60,cell_vague,brain cell types,562,16,0,0
37161652,37161652_1,cell_vague,corticospinal upper motor neurons,139,33,0,0
37161652,37161652_1,cell_phenotype,upper motor neurons,153,19,1,0
37161652,37161652_1,cell_vague,neuronal populations,626,20,1,0
37161652,37161652_1,cell_phenotype,motor neuron,858,12,1,0
37161652,37161652_1,cell_phenotype,neuronal,514,8,1,0
37161652,37161652_1,cell_phenotype,neuronal,626,8,1,0
38092913,38092913_41,cell_phenotype,neuronal,104,8,1,0
33976139,33976139_18,cell_vague,pituitary cell types,227,20,1,0
33976139,33976139_18,cell_phenotype,pituitary cell,227,14,0,0
33976139,33976139_18,cell_phenotype,stem (progenitor) cells,283,23,0,0
33976139,33976139_18,cell_vague,proliferating cells,308,19,1,1
33976139,33976139_18,cell_phenotype,pituicytes,329,10,1,1
33976139,33976139_18,cell_hetero,immune cells,413,12,1,1
33976139,33976139_18,cell_phenotype,macrophages,427,11,1,1
33976139,33976139_18,cell_phenotype,leukocytes,440,10,1,1
33976139,33976139_18,cell_phenotype,endothelial cells,453,17,1,1
33976139,33976139_18,cell_phenotype,pericytes,476,9,1,1
33976139,33976139_18,cell_vague,clusters of stem cells,506,22,0,0
33976139,33976139_18,cell_phenotype,stem cells,518,10,1,1
33976139,33976139_18,cell_phenotype,gonadotrope,765,11,1,0
33976139,33976139_18,cell_vague,gonadotrope clusters,765,20,0,0
33976139,33976139_18,cell_vague,Pit1-negative cells,817,19,0,0
33976139,33976139_18,cell_phenotype,corticotrope,857,12,0,0
33976139,33976139_18,cell_vague,corticotrope and the gonadotrope clusters,857,41,0,0
33976139,33976139_18,cell_phenotype,gonadotrope,878,11,1,0
33976139,33976139_18,cell_phenotype,corticotrope or gonadotrope cells,951,33,0,0
33976139,33976139_18,cell_phenotype,somatotrope,1054,11,1,0
33976139,33976139_18,cell_vague,somatotrope clusters,1054,20,0,0
33976139,33976139_18,cell_vague,clusters of lactotropes,1142,23,0,0
33976139,33976139_18,cell_phenotype,lactotropes,1154,11,1,1
35584192,35584192_37,cell_phenotype,microglia,14,9,1,0
35584192,35584192_37,cell_phenotype,myeloid cells,24,13,1,0
35584192,35584192_37,cell_vague,subclusters of myeloid cells,71,28,0,0
35584192,35584192_37,cell_phenotype,myeloid cells,86,13,1,0
35584192,35584192_37,cell_hetero,immune cells,174,12,1,0
35584192,35584192_37,cell_phenotype,microglia,221,9,1,0
35584192,35584192_37,cell_phenotype,monocytes,316,9,0,0
35584192,35584192_37,cell_hetero,antigen presenting cells,327,24,0,0
35584192,35584192_37,cell_hetero,APCs,353,4,0,0
35584192,35584192_37,cell_phenotype,granulocytic cells,364,18,0,0
35584192,35584192_37,cell_hetero,myeloid lineage cells,420,21,1,0
35584192,35584192_37,cell_phenotype,microglia,579,9,1,0
35584192,35584192_37,cell_hetero,immune cell,609,11,0,0
35584192,35584192_37,cell_phenotype,macrophages,700,11,1,1
35584192,35584192_37,cell_phenotype,resident non-parenchymal macrophages,783,36,0,0
35584192,35584192_37,cell_phenotype,monocyte,927,8,1,1
35584192,35584192_37,cell_hetero,APC,937,3,1,1
35584192,35584192_37,cell_phenotype,granulocytic cell,946,17,1,1
35584192,35584192_37,cell_phenotype,myeloid cells,1044,13,1,1
37013659,37013659_111,cell_phenotype,oligodendrocytes,7,16,1,0
37013659,37013659_111,cell_phenotype,vOLs,167,4,1,0
37013659,37013659_111,cell_phenotype,astrocytes,331,10,1,1
37013659,37013659_111,cell_phenotype,endothelial cells,224,17,1,1
37013659,37013659_111,cell_phenotype,neurons,77,7,1,1
35802727,35802727_91,cell_phenotype,GABAergic interneurons,41,22,0,0
35802727,35802727_91,cell_vague,interneuron types,148,17,0,0
35802727,35802727_91,cell_phenotype,hilar interneurons,555,18,0,0
35802727,35802727_91,cell_phenotype,interneuron,148,11,0,0
35802727,35802727_91,cell_phenotype,neuronal,415,8,0,0
39127719,39127719_48,cell_phenotype,BLALypd1 neurons,0,16,0,0
39127719,39127719_48,cell_hetero,positive valence neurons,21,24,0,0
37217515,37217515_11,cell_phenotype,neurons,395,7,0,0
37217515,37217515_11,cell_phenotype,excitatory neurons,414,18,0,0
37217515,37217515_11,cell_phenotype,inhibitory neurons,441,18,0,0
37217515,37217515_11,cell_phenotype,astrocytes,471,10,0,0
37217515,37217515_11,cell_phenotype,oligodendrocyte precursor cells,492,31,0,0
37217515,37217515_11,cell_phenotype,oligodendrocytes,532,16,0,0
37217515,37217515_11,cell_phenotype,endothelial cells,558,17,0,0
37217515,37217515_11,cell_phenotype,microglia,586,9,0,0
37217515,37217515_11,cell_vague,"OPC, astrocyte, and excitatory neuron cell types",1108,48,0,0
37217515,37217515_11,cell_phenotype,OPC,1108,3,0,0
37217515,37217515_11,cell_phenotype,astrocyte,1113,9,0,0
37217515,37217515_11,cell_phenotype,excitatory neuron cell,1128,22,0,0
37217515,37217515_11,cell_phenotype,Ast,1165,3,0,0
37217515,37217515_11,cell_vague,"Ast1, Ast2, OPC1, and OPC2 clusters",1165,35,0,0
37217515,37217515_11,cell_phenotype,Ast,1171,3,0,0
37217515,37217515_11,cell_phenotype,OPC,1177,3,0,0
37217515,37217515_11,cell_phenotype,OPC,1187,3,0,0
37217515,37217515_11,cell_vague,excitatory neuronal cluster,1743,27,0,0
37217515,37217515_11,cell_phenotype,excitatory neuronal,1743,19,0,0
37217515,37217515_11,cell_vague,inhibitory neuronal cluster,1819,27,0,0
37217515,37217515_11,cell_phenotype,inhibitory neuronal,1819,19,0,0
37217515,37217515_11,cell_vague,cluster of excitatory neurons,2008,29,0,0
37217515,37217515_11,cell_phenotype,excitatory neurons,2019,18,0,0
37217515,37217515_11,cell_vague,cluster on inhibitory neurons,2130,29,0,0
37217515,37217515_11,cell_phenotype,inhibitory neurons,2141,18,0,0
38376567,38376567_7,cell_phenotype,cortical cell,25,13,0,0
38376567,38376567_7,cell_vague,cortical cell types,25,19,1,0
38376567,38376567_7,cell_vague,"Glutamatergic, GABAergic neuronal and non-neuronal cells cluster",158,64,0,0
38376567,38376567_7,cell_phenotype,"Glutamatergic, GABAergic neuronal and non-neuronal cells",158,56,0,0
38376567,38376567_7,cell_phenotype,GABAergic neurons,340,17,1,1
38376567,38376567_7,cell_phenotype,pyramidal neurons,721,17,1,1
38376567,38376567_7,cell_phenotype,glutamatergic neurons,966,21,1,1
38376567,38376567_7,cell_phenotype,L2/3 IT (pyramidal) neuron,1032,26,0,0
38376567,38376567_7,cell_phenotype,neuronal cell,1319,13,0,0
38376567,38376567_7,cell_phenotype,OGC,1370,3,1,1
38376567,38376567_7,cell_phenotype,oligodendrocyte,1375,15,1,1
38376567,38376567_7,cell_phenotype,OPC,1392,3,1,1
38376567,38376567_7,cell_phenotype,oligodendrocyte precursor cell,1397,30,1,1
38376567,38376567_7,cell_phenotype,PVM,1429,3,1,1
38376567,38376567_7,cell_phenotype,perivascular macrophage,1434,23,1,1
38376567,38376567_7,cell_phenotype,SMC,1459,3,1,1
38376567,38376567_7,cell_phenotype,smooth muscle cell,1464,18,1,1
38376567,38376567_7,cell_phenotype,VLMC,1484,4,1,1
38376567,38376567_7,cell_phenotype,vascular leptomeningeal cell,1490,28,1,1
37153564,37153564_48,cell_phenotype,astrocytes,273,10,1,1
37153564,37153564_48,cell_phenotype,neurons,261,7,1,1
37153564,37153564_48,cell_phenotype,neuron,360,6,0,0
31375678,31375678_9,cell_phenotype,neurons,32,7,1,0
31375678,31375678_9,cell_phenotype,neurons,827,7,1,1
38233398,38233398_0,cell_vague,fetal and adult brain cell types,73,32,0,0
38233398,38233398_0,cell_hetero,fetal and adult brain cell,73,26,0,0
35960762,35960762_55,cell_phenotype,astrocytes,171,10,1,0
35960762,35960762_55,cell_phenotype,astrocytes,267,10,1,0
36447241,36447241_44,cell_phenotype,Cortical neurons,0,16,1,1
36447241,36447241_44,cell_phenotype,glutamatergic,56,13,1,0
36447241,36447241_44,cell_phenotype,GABAergic,74,9,0,0
36447241,36447241_44,cell_phenotype,Glutamatergic neurons,85,21,1,0
36447241,36447241_44,cell_phenotype,neurons,143,7,1,0
36447241,36447241_44,cell_phenotype,glutamatergic neurons,502,21,1,1
36447241,36447241_44,cell_hetero,"""excitatory"" or ""projection"" neurons",579,36,0,0
36447241,36447241_44,cell_vague,GABAergic neuron subclasses,635,27,0,0
36447241,36447241_44,cell_phenotype,GABAergic neuron,635,16,1,1
36447241,36447241_44,cell_phenotype,"inhibitory"" neurons",747,19,0,0
36447241,36447241_44,cell_phenotype,interneurons,769,12,1,1
36447241,36447241_44,cell_phenotype,neuronal,928,8,0,0
36447241,36447241_44,cell_phenotype,glutamatergic (putatively excitatory) neurons,969,45,0,0
36447241,36447241_44,cell_phenotype,GABAergic (putatively inhibitory) cortical neurons,1150,50,0,0
36447241,36447241_44,cell_vague,classes of neurons,1330,18,0,0
36447241,36447241_44,cell_phenotype,neurons,1341,7,1,0
36414411,36414411_113,cell_phenotype,PYR cells,284,9,1,0
36414411,36414411_113,cell_phenotype,PV cells,308,8,1,0
36414411,36414411_113,cell_phenotype,PYR and PV cells,500,16,0,0
36414411,36414411_113,cell_phenotype,PYR and PV cells,635,16,0,0
36414411,36414411_113,cell_phenotype,PV cell,805,7,1,0
36414411,36414411_113,cell_phenotype,PYR,712,3,1,0
36414411,36414411_113,cell_phenotype,PYR,910,3,1,1
36414411,36414411_113,cell_phenotype,PYR,987,3,1,1
39562551,39562551_39,cell_hetero,pSPNs,36,5,1,1
39562551,39562551_39,cell_hetero,pSPNs,159,5,1,0
39562551,39562551_39,cell_phenotype,astrocytic,465,10,0,0
39562551,39562551_39,cell_hetero,pSPNs,490,5,1,0
39562551,39562551_39,cell_phenotype,astrocytes,45,10,1,1
39562551,39562551_39,cell_phenotype,neuronal,520,8,0,0
30894190,30894190_116,cell_phenotype,Pluripotent stem cells,0,22,0,0
37231449,37231449_17,cell_phenotype,BAMs,136,4,1,0
37231449,37231449_17,cell_phenotype,DCs,252,3,1,0
37231449,37231449_17,cell_phenotype,cDC1,265,4,1,0
37231449,37231449_17,cell_phenotype,cDC2,283,4,1,0
37231449,37231449_17,cell_phenotype,migDCs,310,6,1,0
37231449,37231449_17,cell_phenotype,pDCs,332,4,0,0
37231449,37231449_17,cell_phenotype,Monocytes,362,9,1,0
37231449,37231449_17,cell_phenotype,Classical monocytes,490,19,0,0
37231449,37231449_17,cell_phenotype,Non-classical monocytes,530,23,0,0
37231449,37231449_17,cell_phenotype,Intermediate monocytes,562,22,0,0
37231449,37231449_17,cell_phenotype,Neutrophils,593,11,1,0
37231449,37231449_17,cell_phenotype,Neutrophils,723,11,1,0
37231449,37231449_17,cell_phenotype,B cells,749,7,1,0
37231449,37231449_17,cell_phenotype,Pro-B cells,874,11,0,0
37231449,37231449_17,cell_phenotype,Pre-B cells,944,11,0,0
37231449,37231449_17,cell_phenotype,Immature B cells,989,16,0,0
37231449,37231449_17,cell_phenotype,Mature naive B cells,1051,20,0,0
37231449,37231449_17,cell_phenotype,Mitotic B cells,1107,15,0,0
37231449,37231449_17,cell_phenotype,T cells,1138,7,1,0
37231449,37231449_17,cell_phenotype,T cells,1190,7,1,0
37231449,37231449_17,cell_phenotype,NK cells,1211,8,1,0
37231449,37231449_17,cell_phenotype,NK cells,1228,8,1,0
37231449,37231449_17,cell_phenotype,Microglia,1264,9,1,0
37231449,37231449_17,cell_phenotype,Microglia,1303,9,1,0
37231449,37231449_17,cell_phenotype,BAMs,1375,4,1,0
37231449,37231449_17,cell_phenotype,BAMs,1409,4,1,0
37231449,37231449_17,cell_phenotype,DCs,1436,3,1,0
37231449,37231449_17,cell_phenotype,cDC1,1450,4,1,0
37231449,37231449_17,cell_phenotype,cDC2,1468,4,1,0
37231449,37231449_17,cell_phenotype,Monocytes,1495,9,1,0
37231449,37231449_17,cell_phenotype,Classical monocytes,1513,19,0,0
37231449,37231449_17,cell_phenotype,Non-classical monocytes,1541,23,0,0
37231449,37231449_17,cell_phenotype,T cells,1573,7,1,0
37231449,37231449_17,cell_phenotype,T cells,1589,7,1,0
37231449,37231449_17,cell_phenotype,B cells,1604,7,1,0
37231449,37231449_17,cell_phenotype,B cells,1620,7,1,0
37231449,37231449_17,cell_phenotype,NK cells,1635,8,1,0
37231449,37231449_17,cell_phenotype,NK cells,1652,8,1,0
33874957,33874957_13,cell_phenotype,Myeloid cells,0,13,1,1
33874957,33874957_13,cell_phenotype,circulating monocytes,25,21,0,0
33874957,33874957_13,cell_phenotype,tissue-resident macrophages,51,27,1,0
33874957,33874957_13,cell_phenotype,Monocytes,151,9,1,0
33874957,33874957_13,cell_phenotype,tissue-resident macrophage,292,26,1,0
33874957,33874957_13,cell_vague,tissue-resident macrophage populations,292,38,0,0
33874957,33874957_13,cell_phenotype,Microglia,425,9,1,1
33874957,33874957_13,cell_phenotype,tissue-resident macrophages,440,27,1,0
33874957,33874957_13,cell_phenotype,Activated microglia,687,19,0,0
33874957,33874957_13,cell_phenotype,neurons,739,7,1,1
33874957,33874957_13,cell_phenotype,microglia,883,9,1,0
38575991,38575991_56,cell_phenotype,pituitary endocrine cells,33,25,1,1
38575991,38575991_56,cell_vague,subpopulations of PG endocrine cells,85,36,0,0
38575991,38575991_56,cell_phenotype,PG endocrine cells,103,18,0,0
38575991,38575991_56,cell_phenotype,endocrine cell,193,14,0,0
38575991,38575991_56,cell_vague,clusters of corticotrophs,251,25,0,0
38575991,38575991_56,cell_phenotype,corticotrophs,263,13,1,1
38575991,38575991_56,cell_phenotype,gonadotrophs,321,12,1,1
38575991,38575991_56,cell_phenotype,somatotrophs,374,12,1,1
38575991,38575991_56,cell_phenotype,lactotrophs,429,11,1,1
38575991,38575991_56,cell_phenotype,melanotrophs,486,12,1,1
33752749,33752749_66,cell_phenotype,glial cell,182,10,0,0
33752749,33752749_66,cell_phenotype,oligodendroglial cells,304,22,1,0
33752749,33752749_66,cell_phenotype,astroglial or microglial cells,369,30,0,0
38289193,38289193_37,cell_phenotype,adrenergic neuron,506,17,0,0
38289193,38289193_37,cell_phenotype,Betz cell,637,9,0,0
38289193,38289193_37,cell_phenotype,Betz cell,656,9,0,0
38289193,38289193_37,cell_phenotype,catecholaminergic neuron,704,24,0,0
38289193,38289193_37,cell_vague,neuronal classes,797,16,0,0
38289193,38289193_37,cell_phenotype,cortical neurons,980,16,0,0
38289193,38289193_37,cell_phenotype,Betz cells,1088,10,0,0
38289193,38289193_37,cell_phenotype,alpha-motoneurons,1104,17,0,0
38289193,38289193_37,cell_phenotype,Betz cells,1172,10,0,0
38289193,38289193_37,cell_phenotype,gigantopyramidal neurons,1246,24,0,0
38289193,38289193_37,cell_phenotype,anterior horn cells,1325,19,0,0
38289193,38289193_37,cell_phenotype,spinal cord interneurons,1388,24,0,0
38289193,38289193_37,cell_phenotype,M1 neurons,1487,10,0,0
38289193,38289193_37,cell_phenotype,spinal cord neurons,1513,19,0,0
38289193,38289193_37,cell_phenotype,M1 neuron,1663,9,0,0
38289193,38289193_37,cell_phenotype,spinal cord neuron,1673,18,0,0
38289193,38289193_37,cell_phenotype,gigantopyramidal neurons,1754,24,0,0
38289193,38289193_37,cell_phenotype,neuronal,39,8,0,0
38289193,38289193_37,cell_phenotype,neuronal,186,8,0,0
38289193,38289193_37,cell_phenotype,neuronal,424,8,0,0
38289193,38289193_37,cell_phenotype,neuronal,797,8,0,0
32070434,32070434_62,cell_phenotype,astrocytes,33,10,1,0
32070434,32070434_62,cell_vague,populations of astrocytes,251,25,0,0
32070434,32070434_62,cell_phenotype,astrocytes,266,10,1,1
32070434,32070434_62,cell_vague,populations of astrocytes reacting to a disease,313,47,0,0
32070434,32070434_62,cell_phenotype,astrocytes,328,10,1,1
36670467,36670467_45,cell_phenotype,glutamatergic (vGluT2+) and GABAergic (Gad2+) neurons in the cerebellum and cerebrum,224,84,0,0
36670467,36670467_45,cell_phenotype,parvalbumin (PV+)-expressing neurons in the cerebrum,314,52,0,0
36670467,36670467_45,cell_phenotype,cerebral vGluT2+ and PV+ neurons,773,32,0,0
36670467,36670467_45,cell_vague,cerebral cell types,901,19,0,0
36670467,36670467_45,cell_hetero,cerebral cell,901,13,0,0
39402379,39402379_62,cell_phenotype,Sst neurons,51,11,0,0
39402379,39402379_62,cell_phenotype,inhibitory neurons,72,18,0,0
39402379,39402379_62,cell_phenotype,Sst+ interneurons,396,17,0,0
39402379,39402379_62,cell_phenotype,inhibitory interneurons,452,23,0,0
39402379,39402379_62,cell_phenotype,Sst interneurons,657,16,0,0
39402379,39402379_62,cell_vague,subclasses of inhibitory cortical neurons,805,41,0,0
39402379,39402379_62,cell_phenotype,inhibitory cortical neurons,819,27,0,0
39402379,39402379_62,cell_phenotype,cholinergic neurons,1142,19,0,0
39402379,39402379_62,cell_phenotype,Sst neurons,1216,11,0,0
39402379,39402379_62,cell_phenotype,Sst neuron,1421,10,0,0
39402379,39402379_62,cell_phenotype,neurons,1485,7,0,0
37950146,37950146_76,cell_vague,cerebellar neuron and astrocyte cell types,16,42,0,0
37950146,37950146_76,cell_phenotype,cerebellar neuron,16,17,0,0
37950146,37950146_76,cell_phenotype,granule neuron,117,14,1,0
37950146,37950146_76,cell_phenotype,Purkinje neuron,133,15,1,0
37950146,37950146_76,cell_phenotype,Unipolar brush cell,150,19,0,0
37950146,37950146_76,cell_phenotype,Lugaro cell,171,11,0,0
37950146,37950146_76,cell_phenotype,Golgi cell,184,10,0,0
37950146,37950146_76,cell_phenotype,Basket cell,196,11,0,0
37950146,37950146_76,cell_phenotype,neuron of cerebellar nuclei,224,27,0,0
37950146,37950146_76,cell_phenotype,Fibrous astrocyte,266,17,0,0
37950146,37950146_76,cell_phenotype,Velate astrocyte,285,16,0,0
37950146,37950146_76,cell_phenotype,Bergman glia,303,12,1,0
37950146,37950146_76,cell_phenotype,Cerebellar Astrocytes,334,21,1,0
37950146,37950146_76,cell_phenotype,astrocyte cell,38,14,0,0
37950146,37950146_76,cell_phenotype,Astrocytes,253,10,1,0
37950146,37950146_76,cell_hetero,Neurons,107,7,1,0
37950146,37950146_76,cell_phenotype,Stellate cell,209,13,0,0
37270616,37270616_10,cell_phenotype,dSPNs,207,5,1,0
37270616,37270616_10,cell_phenotype,iSPNs,225,5,1,0
37270616,37270616_10,cell_phenotype,oligodendrocytes,291,16,1,0
37270616,37270616_10,cell_phenotype,astrocytes,317,10,1,0
37270616,37270616_10,cell_phenotype,interneurons,340,12,1,0
37270616,37270616_10,cell_vague,neuronal cell types,553,19,1,1
37270616,37270616_10,cell_phenotype,neuronal cell,553,13,0,0
37270616,37270616_10,cell_phenotype,neuronal,594,8,1,0
37270616,37270616_10,cell_vague,neuronal clusters,594,17,1,1
37270616,37270616_10,cell_vague,progenitor and neural progenitor clusters,794,41,0,0
37270616,37270616_10,cell_phenotype,progenitor,794,10,1,1
37270616,37270616_10,cell_phenotype,neural progenitor,809,17,1,1
37270616,37270616_10,cell_phenotype,interneurons,960,12,1,1
37270616,37270616_10,cell_phenotype,SPNs,995,4,1,1
32581726,32581726_23,cell_phenotype,I-S cells,62,9,1,1
32581726,32581726_23,cell_phenotype,SOM+ cells,191,10,0,0
32581726,32581726_23,cell_phenotype,PV+ cells,212,9,0,0
32581726,32581726_23,cell_phenotype,hippocampal CA1 I-S3 cells,240,26,1,1
32581726,32581726_23,cell_vague,VIP+ cell types,311,15,0,0
32581726,32581726_23,cell_phenotype,VIP+ cell,311,9,0,0
32581726,32581726_23,cell_phenotype,I-S cell,378,8,1,0
32581726,32581726_23,cell_vague,I-S cell types,378,14,0,0
32581726,32581726_23,cell_phenotype,pyramidal cells,416,15,1,0
32581726,32581726_23,cell_phenotype,non-I-S VIP+ cells,445,18,0,0
34101729,34101729_159,cell_phenotype,SOM neurons,357,11,1,0
34311763,34311763_15,cell_phenotype,microglia,777,9,1,0
34311763,34311763_15,cell_phenotype,myeloid cells,687,13,1,1
36693887,36693887_17,cell_phenotype,L5 extratelencephalic projecting glutamatergic cortical neuron,569,62,1,1
36693887,36693887_17,cell_phenotype,primary motor cortex pyramidal cell,712,35,0,0
35501678,35501678_138,cell_phenotype,Layer 5/6 cortico-cortical projection neurons,0,45,0,0
36750735,36750735_55,cell_phenotype,excitatory neurons,138,18,1,1
36750735,36750735_55,cell_phenotype,inhibitory neurons,167,18,1,1
36750735,36750735_55,cell_phenotype,oligodendrocytes,197,16,1,1
36750735,36750735_55,cell_phenotype,astrocytes,228,10,1,1
36750735,36750735_55,cell_phenotype,inhibitory neurons,257,18,1,1
36750735,36750735_55,cell_phenotype,intermediate progenitor cells,294,29,1,1
36750735,36750735_55,cell_phenotype,radial glia,340,11,1,1
36750735,36750735_55,cell_phenotype,RG,353,2,0,0
36750735,36750735_55,cell_vague,non-neural cells,372,16,1,1
36750735,36750735_55,cell_phenotype,endothelial,390,11,1,1
36750735,36750735_55,cell_phenotype,pericytes,403,9,1,1
34588430,34588430_83,cell_vague,spinal cord cell types,60,22,1,1
34588430,34588430_83,cell_hetero,spinal cord cell,60,16,0,0
35085322,35085322_3,cell_vague,nestin-expressing stem cells,538,28,1,1
35085322,35085322_3,cell_vague,hair-follicle-associated pluripotent (HAP) stem cells,629,53,1,1
35085322,35085322_3,cell_phenotype,pluripotent (HAP) stem cells,654,28,0,0
35085322,35085322_3,cell_vague,HAP stem cells,684,14,1,1
35085322,35085322_3,cell_phenotype,glia,796,4,1,1
35085322,35085322_3,cell_phenotype,melanocytes,823,11,1,1
35085322,35085322_3,cell_phenotype,keratinocytes,836,13,1,1
35085322,35085322_3,cell_phenotype,cardiac muscle cells,851,20,1,1
35085322,35085322_3,cell_phenotype,dopaminergic neurons,876,20,1,1
35085322,35085322_3,cell_phenotype,smooth muscle cells,802,19,1,1
35085322,35085322_3,cell_phenotype,neurons,787,7,1,1
35085322,35085322_3,cell_phenotype,stem cells,429,10,1,1
35085322,35085322_3,cell_phenotype,stem cells,556,10,1,0
36221127,36221127_112,cell_vague,pituitary cell-type,69,19,0,0
36221127,36221127_112,cell_phenotype,somatotropes,181,12,1,0
36221127,36221127_112,cell_phenotype,lactotropes,230,11,1,0
36221127,36221127_112,cell_vague,gonadotrope cell-type,483,21,0,0
36221127,36221127_112,cell_phenotype,gonadotrope cell,483,16,0,0
36221127,36221127_112,cell_phenotype,somatotrope cell,906,16,0,0
36221127,36221127_112,cell_phenotype,lactotrope cell,954,15,0,0
36221127,36221127_112,cell_hetero,pituitary cell,69,14,1,0
33436550,33436550_1,cell_vague,subpopulations of neurons,599,25,0,0
33436550,33436550_1,cell_vague,neuronal subtype populations,971,28,1,0
33436550,33436550_1,cell_vague,neuronal subtypes,1164,17,1,0
33436550,33436550_1,cell_phenotype,neurons,376,7,1,0
33436550,33436550_1,cell_phenotype,neurons,617,7,1,0
33436550,33436550_1,cell_phenotype,neurons,795,7,1,0
33436550,33436550_1,cell_phenotype,neuronal,971,8,1,0
33436550,33436550_1,cell_phenotype,neuronal,1164,8,1,0
38470935,38470935_14,cell_phenotype,OLM,18,3,1,1
38470935,38470935_14,cell_phenotype,HS neurons,26,10,1,1
36163250,36163250_51,cell_phenotype,neurons,24,7,1,0
36163250,36163250_51,cell_phenotype,neurons,252,7,1,0
36163250,36163250_51,cell_vague,non-neurons,272,11,0,0
36163250,36163250_51,cell_phenotype,neurons,402,7,1,0
36163250,36163250_51,cell_phenotype,neurons,444,7,1,0
36163250,36163250_51,cell_phenotype,"dorsal excitatory (DE), dorsal inhibitory (DI), mid-excitatory (ME), mid-inhibitory (MI), ventral excitatory (VE), ventral inhibitory (VI) and motoneurons",514,154,0,0
36163250,36163250_51,cell_phenotype,neurons,756,7,1,0
36163250,36163250_51,cell_vague,deep neuronal subtype,830,21,0,0
36163250,36163250_51,cell_phenotype,neuronal,835,8,0,0
36163250,36163250_51,cell_phenotype,neuronal,920,8,0,0
36163250,36163250_51,cell_vague,neuronal subpopulations,920,23,1,0
38012702,38012702_39,cell_phenotype,Arg1+ microglial,38,16,0,0
38012702,38012702_39,cell_vague,Arg1+ microglial subtype,38,24,0,0
38012702,38012702_39,cell_phenotype,Arg1+ microglia,170,15,0,0
38012702,38012702_39,cell_vague,Arg1+ microglia subtype,170,23,0,0
38012702,38012702_39,cell_phenotype,microglial,255,10,1,0
38012702,38012702_39,cell_phenotype,microglia,382,9,1,0
38012702,38012702_39,cell_phenotype,astrocytes,449,10,1,0
38012702,38012702_39,cell_phenotype,microglia,464,9,1,0
38012702,38012702_39,cell_phenotype,microglia,604,9,1,1
35915179,35915179_16,cell_phenotype,pyramidal neuron,70,16,1,1
35915179,35915179_16,cell_phenotype,neuronal,439,8,1,0
32415072,32415072_20,cell_hetero,neural cell,141,11,0,0
32415072,32415072_20,cell_vague,neural cell type,141,16,0,0
32415072,32415072_20,cell_phenotype,central and peripheral neurons,687,30,1,1
32415072,32415072_20,cell_phenotype,astrocytes,719,10,1,1
32415072,32415072_20,cell_phenotype,oligodendrocytes,731,16,1,1
32415072,32415072_20,cell_phenotype,Schwann cells,749,13,1,1
32415072,32415072_20,cell_hetero,immune cells,764,12,1,1
32415072,32415072_20,cell_vague,brain vascular cell types,782,25,1,1
32415072,32415072_20,cell_phenotype,brain vascular cell,782,19,0,0
32415072,32415072_20,cell_phenotype,enteric glia,952,12,1,1
32415072,32415072_20,cell_phenotype,vascular leptomeningeal cells,971,29,1,1
32415072,32415072_20,cell_phenotype,VLMCs,1003,5,1,1
