Timestamp,Provider,Model,App,Input Tokens,Output Tokens,Cost ($),Speed (tps),Finish,Paper,Task,Human loop
"Jun 26, 02:30 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,3871,6169,0.00428,62.2,tps,Sample-data,Reproschema,NO
"Jun 27, 12:19 PM",Favicon for Phala,DeepSeek V3 0324,liteLLM,3503,334,0.00311,31.6,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:18 PM",Favicon for Phala,DeepSeek V3 0324,liteLLM,4017,780,0.00402,29.6,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:17 PM",Favicon for GMICloud,DeepSeek V3 0324,liteLLM,2037,373,0.00184,99.5,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:17 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,2352,361,0.00125,20.5,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:17 PM",Favicon for Lambda,DeepSeek V3 0324,liteLLM,1429,281,0.000733,30.9,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:17 PM",Favicon for Nebius,DeepSeek V3 0324,liteLLM,1249,350,0.00115,31.5,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:17 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,15137,617,0.00478,25.6,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:16 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,15544,264,0.00458,22.2,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:15 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,7004,499,0.0285,69.2,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:15 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,8476,873,0.0385,58.2,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:14 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,4086,481,0.0195,63.2,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:14 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,3851,798,0.0235,64.8,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:14 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,2842,543,0.0167,27.2,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:13 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,1747,668,0.0153,63.7,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:13 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,754,518,0.01,109.9,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:13 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,18461,475,0.0625,64.7,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 12:13 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,18225,359,0.0601,61.1,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,YES
"Jun 27, 11:42 AM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,2125,446,0.000987,20.3,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:42 AM",Favicon for Together,DeepSeek V3 0324,liteLLM,2478,376,0.00357,157.7,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:42 AM",Favicon for Lambda,DeepSeek V3 0324,liteLLM,1466,292,0.000755,28.1,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:41 AM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,1267,365,0.000676,21.9,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:41 AM",Favicon for Novita,DeepSeek V3 0324,liteLLM,15154,310,0.0054,25.4,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:41 AM",Favicon for Atoma,DeepSeek V3 0324,liteLLM,15574,281,0.00549,16.4,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:39 AM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,3512,399,0.0165,70.1,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:39 AM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,3161,638,0.0191,63.6,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:39 AM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,2495,454,0.0143,75.1,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:38 AM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,1621,447,0.0116,58.5,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:38 AM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,706,330,0.00707,136.6,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:38 AM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,18433,509,0.0629,71.2,tool_calls,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:38 AM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,18241,331,0.0597,52.8,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:36 AM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1769,269,0.000427,56.4,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:36 AM",Favicon for OpenAI,GPT-4o-mini,liteLLM,2068,271,0.000473,63.3,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:36 AM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1261,471,0.000472,36.7,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:36 AM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1159,264,0.000332,44.1,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:36 AM",Favicon for OpenAI,GPT-4o-mini,liteLLM,15118,197,0.00239,55.4,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 11:36 AM",Favicon for OpenAI,GPT-4o-mini,liteLLM,15560,193,0.00245,77.1,stop,Vitpose: Simple vision transformer baselines for human pose estimation,Resource extraction,NO
"Jun 27, 01:40 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,2569,405,0.00137,106.7 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:40 PM",Favicon for GMICloud,DeepSeek V3 0324,liteLLM,2984,518,0.00267,102.1 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:40 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,1577,475,0.00114,101.9 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:40 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,1226,517,0.000798,17.2 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:39 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,64551,745,0.0187,13.4 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:38 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,64954,245,0.0185,20.7 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:37 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,4358,451,0.0198,69.6 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:37 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,4245,834,0.0252,64.2 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:37 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,2795,652,0.0182,73.7 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,1672,696,0.0155,63.9 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,744,368,0.00775,128.3 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,75638,595,0.236,64.2 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,75333,347,0.231,57.0 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,2434,398,0.000604,52.6 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,2863,459,0.000705,70.6 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1512,362,0.000444,73.7 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1200,474,0.000464,54.2 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,263,225,0.000174,57.6 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,64160,564,0.00996,75.1 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:34 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,64420,225,0.0098,71.4 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,YES
"Jun 27, 01:40 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,2569,405,0.00137,106.7 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:40 PM",Favicon for GMICloud,DeepSeek V3 0324,liteLLM,2984,518,0.00267,102.1 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:40 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,1577,475,0.00114,101.9 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:40 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,1226,517,0.000798,17.2 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:39 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,64551,745,0.0187,13.4 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:38 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,64954,245,0.0185,20.7 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:37 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,4358,451,0.0198,69.6 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:37 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,4245,834,0.0252,64.2 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:37 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,2795,652,0.0182,73.7 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,1672,696,0.0155,63.9 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,744,368,0.00775,128.3 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,75638,595,0.236,64.2 tps,tool_calls,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:36 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,75333,347,0.231,57.0 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,2434,398,0.000604,52.6 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,2863,459,0.000705,70.6 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1512,362,0.000444,73.7 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1200,474,0.000464,54.2 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,263,225,0.000174,57.6 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:35 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,64160,564,0.00996,75.1 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:34 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,64420,225,0.0098,71.4 tps,stop,Learnable latent embeddings for joint behavioural and neural analysis,Resource extraction,NO
"Jun 27, 01:24 PM",Nebius,DeepSeek V3 0324,liteLLM,4009,424,0.00264,18.2,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:24 PM",Lambda,DeepSeek V3 0324,liteLLM,5181,583,0.00227,20.3,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:22 PM",DeepInfra,DeepSeek V3 0324,liteLLM,2522,392,0.00105,21.9,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:22 PM",DeepInfra,DeepSeek V3 0324,liteLLM,2922,506,0.00126,24.8,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:22 PM",Novita,DeepSeek V3 0324,liteLLM,1570,538,0.00122,83.4,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:22 PM",Lambda,DeepSeek V3 0324,liteLLM,1242,495,0.000858,32.3,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:21 PM",Crusoe,DeepSeek V3 0324,liteLLM,59280,289,0.0169,20.9,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:20 PM",Phala,DeepSeek V3 0324,liteLLM,59644,268,0.0468,22.4,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:19 PM",Google,Claude 3.7 Sonnet,liteLLM,8200,586,0.0334,73.0,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:19 PM",Google,Claude 3.7 Sonnet,liteLLM,10200,1037,0.0462,62.2,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:18 PM",Google,Claude 3.7 Sonnet,liteLLM,4732,454,0.021,61.7,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:18 PM",Google,Claude 3.7 Sonnet,liteLLM,4615,986,0.0286,65.9,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:17 PM",Google,Claude 3.7 Sonnet,liteLLM,3053,447,0.0159,63.8,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:17 PM",Google,Claude 3.7 Sonnet,liteLLM,1740,886,0.0185,64.4,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:17 PM",Google,Claude 3.7 Sonnet,liteLLM,837,443,0.00916,106.4,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:17 PM",Google,Claude 3.7 Sonnet,liteLLM,68694,562,0.215,76.2,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:17 PM",Google,Claude 3.7 Sonnet,liteLLM,68374,440,0.212,56.5,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:16 PM",OpenAI,GPT-4o-mini,liteLLM,1042,1004,0.000759,68.4,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:15 PM",OpenAI,GPT-4o-mini,liteLLM,4580,389,0.00092,77.3,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:15 PM",OpenAI,GPT-4o-mini,liteLLM,5538,1006,0.00143,42.7,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:15 PM",OpenAI,GPT-4o-mini,liteLLM,5441,517,0.00113,35.0,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:14 PM",OpenAI,GPT-4o-mini,liteLLM,2584,447,0.000656,72.3,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:14 PM",OpenAI,GPT-4o-mini,liteLLM,3042,502,0.000758,66.9,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:14 PM",OpenAI,GPT-4o-mini,liteLLM,1582,561,0.000574,69.0,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:13 PM",OpenAI,GPT-4o-mini,liteLLM,1234,510,0.000491,47.1,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:13 PM",OpenAI,GPT-4o-mini,liteLLM,59037,435,0.00912,34.6,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:13 PM",OpenAI,GPT-4o-mini,liteLLM,59381,283,0.00908,66.8,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,YES
"Jun 27, 01:00 PM",Favicon for Novita,DeepSeek V3 0324,liteLLM,2665,432,0.00144,100.3 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:59 PM",Favicon for Lambda,DeepSeek V3 0324,liteLLM,3093,547,0.00153,17.1 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:59 PM",Favicon for DeepInfra,DeepSeek V3 0324,liteLLM,1615,333,0.000745,22.5 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:59 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,1248,536,0.000966,22.8 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:58 PM",Favicon for Crusoe,DeepSeek V3 0324,liteLLM,59272,416,0.0171,18.0 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:58 PM",Favicon for Phala,DeepSeek V3 0324,liteLLM,59270,801,0.0471,31.1 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:57 PM",Favicon for Atoma,DeepSeek V3 0324,liteLLM,59270,741,0.0205,16.9 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:56 PM",Favicon for Atoma,DeepSeek V3 0324,liteLLM,59624,260,0.02,8.2 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:55 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,4349,657,0.0229,76.7 tps,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:55 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,4161,875,0.0256,65.6 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:55 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,2727,633,0.0177,70.2 tps,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:55 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,1645,655,0.0148,73.0 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:55 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,727,344,0.00734,126.3 tps,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:54 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,68584,465,0.213,65.8 tps,tool_calls,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:54 PM",Favicon for Google,Claude 3.7 Sonnet,liteLLM,68282,330,0.21,54.9 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:53 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,2583,399,0.000627,98.1 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:53 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,3043,500,0.000756,61.5 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:53 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1569,362,0.000453,94.3 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:53 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,1236,495,0.000482,47.0 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:53 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,300,262,0.000202,69.8 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:53 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,59016,634,0.00923,67.6 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
"Jun 27, 12:53 PM",Favicon for OpenAI,GPT-4o-mini,liteLLM,59239,262,0.00904,80.6 tps,stop,"Multi-animal pose estimation, identification and tracking with DeepLabCut",Resource extraction,NO
